fixture	retained	prototype
fixtures2/00518_multiline_do_end_body.fz	{"applied": 206, "products": 143}	{"applied": 214, "products": 143}
fixtures2/00519_defmacro_inc.fz	{"applied": 162, "products": 151}	{"applied": 166, "products": 151}
fixtures2/00520_helper_calls_main.fz	{"applied": 186, "products": 135}	{"applied": 192, "products": 135}
fixtures2/00521_relay_process.fz	{"applied": 375, "products": 321}	{"applied": 384, "products": 321}
fixtures2/00522_multiline_double_fn.fz	{"applied": 186, "products": 135}	{"applied": 192, "products": 135}
fixtures2/00523_top_level_spec.fz	{"applied": 188, "products": 135}	{"applied": 194, "products": 135}
fixtures2/00524_fn_arity_replace.fz	{"applied": 142, "products": 110}	{"applied": 147, "products": 110}
fixtures2/00529_protocol_reduce_fixpoint.fz	{"applied": 258, "products": 336}	{"applied": 264, "products": 336}
fixtures2/00530_utf8_module_import_main.fz	{"applied": 197, "products": 178}	{"applied": 200, "products": 178}
fixtures2/00531_elixir_binop_operators.fz	{"applied": 226, "products": 329}	{"applied": 228, "products": 329}
fixtures2/00547_compiler_contract_smoke.fz	{"applied": 159, "products": 137}	{"applied": 164, "products": 137}
fixtures2/00548_contract_ast_eval.fz	{"applied": 281, "products": 344}	{"applied": 289, "products": 344}
fixtures2/00549_contract_closure_typed_captures.fz	{"applied": 227, "products": 204}	{"applied": 233, "products": 204}
fixtures2/00550_contract_curried_add.fz	{"applied": 253, "products": 289}	{"applied": 259, "products": 289}
fixtures2/00551_contract_fib_tailrec.fz	{"applied": 257, "products": 236}	{"applied": 266, "products": 236}
fixtures2/00552_contract_multi_clause.fz	{"applied": 288, "products": 247}	{"applied": 297, "products": 247}
fixtures2/00553_match_map_nonatom_keys.fz	{"applied": 69, "products": 76}	{"applied": 70, "products": 76}
fixtures2/behavior/a-resource_aot_dtor.fz	{"applied": 199, "products": 169}	{"applied": 203, "products": 169}
fixtures2/behavior/a_mixed.fz	{"applied": 728, "products": 818}	{"applied": 739, "products": 818}
fixtures2/behavior/actor_ring.fz	{"applied": 578, "products": 487}	{"applied": 705, "products": 460}
fixtures2/behavior/add1.fz	{"applied": 186, "products": 135}	{"applied": 192, "products": 135}
fixtures2/behavior/alias.fz	{"applied": 360, "products": 353}	{"applied": 369, "products": 353}
fixtures2/behavior/append.fz	{"applied": 287, "products": 310}	{"applied": 290, "products": 310}
fixtures2/behavior/assert_abort_message.fz	{"applied": 168, "products": 145}	{"applied": 172, "products": 145}
fixtures2/behavior/ast_eval.fz	{"applied": 347, "products": 422}	{"applied": 357, "products": 422}
fixtures2/behavior/attributes.fz	{"applied": 279, "products": 332}	{"applied": 283, "products": 332}
fixtures2/behavior/binary_concat_runtime.fz	{"applied": 230, "products": 209}	{"applied": 234, "products": 209}
fixtures2/behavior/boolean_operators.fz	{"applied": 239, "products": 368}	{"applied": 243, "products": 368}
fixtures2/behavior/boxed_callable_cps_sharing.fz	{"applied": 473, "products": 454}	{"applied": 485, "products": 454}
fixtures2/behavior/brand_refines_its_inner.fz	{"applied": 422, "products": 437}	{"applied": 428, "products": 437}
fixtures2/behavior/bsx_guard_eq.fz	{"applied": 251, "products": 234}	{"applied": 256, "products": 234}
fixtures2/behavior/bsx_nested_eq.fz	{"applied": 269, "products": 282}	{"applied": 274, "products": 282}
fixtures2/behavior/bsx_nested_match.fz	{"applied": 251, "products": 234}	{"applied": 256, "products": 234}
fixtures2/behavior/callable_union_capture_containment.fz	{"applied": 671, "products": 708}	{"applied": 678, "products": 708}
fixtures2/behavior/case_tuple_pattern_sequential.fz	{"applied": 221, "products": 308}	{"applied": 225, "products": 308}
fixtures2/behavior/case_with_total.fz	{"applied": 233, "products": 313}	{"applied": 237, "products": 313}
fixtures2/behavior/classify_two_clause.fz	{"applied": 202, "products": 209}	{"applied": 206, "products": 209}
fixtures2/behavior/closure_identity_captures.fz	{"applied": 337, "products": 307}	{"applied": 343, "products": 307}
fixtures2/behavior/closure_identity_tag_split.fz	{"applied": 506, "products": 489}	{"applied": 515, "products": 489}
fixtures2/behavior/closure_render_arity.fz	{"applied": 499, "products": 574}	{"applied": 505, "products": 574}
fixtures2/behavior/closure_threaded_recursion.fz	{"applied": 254, "products": 227}	{"applied": 261, "products": 227}
fixtures2/behavior/closure_threaded_recursion_callable.fz	{"applied": 333, "products": 293}	{"applied": 344, "products": 293}
fixtures2/behavior/closure_threaded_recursion_capture.fz	{"applied": 315, "products": 274}	{"applied": 326, "products": 274}
fixtures2/behavior/closure_typed_captures.fz	{"applied": 294, "products": 266}	{"applied": 302, "products": 266}
fixtures2/behavior/cold_fn.fz	{"applied": 186, "products": 135}	{"applied": 192, "products": 135}
fixtures2/behavior/concurrency_ping_pong.fz	{"applied": 288, "products": 232}	{"applied": 295, "products": 232}
fixtures2/behavior/cross_module_macro.fz	{"applied": 396, "products": 449}	{"applied": 405, "products": 449}
fixtures2/behavior/curried_add.fz	{"applied": 320, "products": 359}	{"applied": 328, "products": 359}
fixtures2/behavior/dead_closure_capture_empty_list.fz	{"applied": 641, "products": 952}	{"applied": 651, "products": 952}
fixtures2/behavior/defstruct_macro_runtime.fz	{"applied": 187, "products": 213}	{"applied": 189, "products": 213}
fixtures2/behavior/defstruct_runtime.fz	{"applied": 145, "products": 153}	{"applied": 147, "products": 153}
fixtures2/behavior/destructure_cons.fz	{"applied": 181, "products": 197}	{"applied": 185, "products": 197}
fixtures2/behavior/destructure_mixed.fz	{"applied": 201, "products": 233}	{"applied": 205, "products": 233}
fixtures2/behavior/destructure_tuple.fz	{"applied": 252, "products": 232}	{"applied": 259, "products": 232}
fixtures2/behavior/dispatch_annotated_tuple_tag_clauses.fz	{"applied": 205, "products": 218}	{"applied": 209, "products": 218}
fixtures2/behavior/dispatch_list_head_separates.fz	{"applied": 650, "products": 1257}	{"applied": 659, "products": 1257}
fixtures2/behavior/dispatch_nested_list_position_separates.fz	{"applied": 429, "products": 638}	{"applied": 433, "products": 638}
fixtures2/behavior/dispatch_seat_element_blind.fz	{"applied": 464, "products": 657}	{"applied": 471, "products": 657}
fixtures2/behavior/empty_list_distinct_from_nil.fz	{"applied": 124, "products": 144}	{"applied": 126, "products": 144}
fixtures2/behavior/enum_hof_three_distinct_closures.fz	{"applied": 759, "products": 1374}	{"applied": 769, "products": 1374}
fixtures2/behavior/enum_list_allocations.fz	{"applied": 841, "products": 878}	{"applied": 871, "products": 878}
fixtures2/behavior/enum_map_family.fz	{"applied": 2963, "products": 4907}	{"applied": 3028, "products": 4907}
fixtures2/behavior/enum_oracle_smoke.fz	{"applied": 429, "products": 709}	{"applied": 437, "products": 709}
fixtures2/behavior/enum_predicate_search.fz	{"applied": 2394, "products": 4743}	{"applied": 2423, "products": 4743}
fixtures2/behavior/enum_reduce_halt_arm_order.fz	{"applied": 592, "products": 743}	{"applied": 599, "products": 743}
fixtures2/behavior/enum_reduce_suspend.fz	{"applied": 437, "products": 429}	{"applied": 444, "products": 429}
fixtures2/behavior/enum_sort.fz	{"applied": 557, "products": 822}	{"applied": 566, "products": 822}
fixtures2/behavior/enum_take_drop_split.fz	{"applied": 4233, "products": 9884}	{"applied": 4292, "products": 9884}
fixtures2/behavior/enum_tier0.fz	{"applied": 4043, "products": 8747}	{"applied": 4103, "products": 8747}
fixtures2/behavior/enumerable_protocol_dispatch.fz	{"applied": 698, "products": 617}	{"applied": 728, "products": 617}
fixtures2/behavior/fib_tailrec.fz	{"applied": 257, "products": 236}	{"applied": 266, "products": 236}
fixtures2/behavior/file_handle.fz	{"applied": 343, "products": 356}	{"applied": 348, "products": 356}
fixtures2/behavior/file_resource_lifecycle.fz	{"applied": 311, "products": 303}	{"applied": 316, "products": 303}
fixtures2/behavior/filter.fz	{"applied": 292, "products": 348}	{"applied": 295, "products": 348}
fixtures2/behavior/fn_ref_ampersand.fz	{"applied": 501, "products": 422}	{"applied": 515, "products": 422}
fixtures2/behavior/fz_f98_map_reduce.fz	{"applied": 1004, "products": 1761}	{"applied": 1014, "products": 1761}
fixtures2/behavior/fz_f98_range_map_converges.fz	{"applied": 1393, "products": 1914}	{"applied": 1412, "products": 1914}
fixtures2/behavior/fz_f98_range_reduce2.fz	{"applied": 756, "products": 832}	{"applied": 768, "products": 832}
fixtures2/behavior/fz_f98_range_reduce_scalar.fz	{"applied": 653, "products": 973}	{"applied": 660, "products": 973}
fixtures2/behavior/guard_calls_pure_user_fn.fz	{"applied": 217, "products": 231}	{"applied": 221, "products": 231}
fixtures2/behavior/hello.fz	{"applied": 200, "products": 206}	{"applied": 205, "products": 206}
fixtures2/behavior/higher_order.fz	{"applied": 412, "products": 383}	{"applied": 423, "products": 383}
fixtures2/behavior/hot_fn.fz	{"applied": 186, "products": 216}	{"applied": 192, "products": 216}
fixtures2/behavior/if_constant_cond_with_call.fz	{"applied": 250, "products": 200}	{"applied": 257, "products": 200}
fixtures2/behavior/if_tail_call_in_arm_narrowed.fz	{"applied": 186, "products": 157}	{"applied": 190, "products": 157}
fixtures2/behavior/if_tail_call_in_arm_unnarrowed.fz	{"applied": 186, "products": 157}	{"applied": 190, "products": 157}
fixtures2/behavior/ignored_call_result_lane_less_return.fz	{"applied": 120, "products": 95}	{"applied": 122, "products": 95}
fixtures2/behavior/import.fz	{"applied": 368, "products": 401}	{"applied": 377, "products": 401}
fixtures2/behavior/interp_only_main.fz	{"applied": 186, "products": 135}	{"applied": 192, "products": 135}
fixtures2/behavior/item_macro_source.fz	{"applied": 165, "products": 162}	{"applied": 167, "products": 162}
fixtures2/behavior/keyword_lists.fz	{"applied": 295, "products": 370}	{"applied": 300, "products": 370}
fixtures2/behavior/lambda_sugars.fz	{"applied": 207, "products": 220}	{"applied": 213, "products": 220}
fixtures2/behavior/list_literal_trailing_call.fz	{"applied": 486, "products": 707}	{"applied": 494, "products": 707}
fixtures2/behavior/list_primitives.fz	{"applied": 492, "products": 539}	{"applied": 503, "products": 539}
fixtures2/behavior/m_userstep_mixed.fz	{"applied": 325, "products": 333}	{"applied": 332, "products": 333}
fixtures2/behavior/macro_inc.fz	{"applied": 359, "products": 340}	{"applied": 369, "products": 340}
fixtures2/behavior/mailbox_closure_each.fz	{"applied": 679, "products": 810}	{"applied": 682, "products": 779}
fixtures2/behavior/mailbox_closure_enum_hofs.fz	{"applied": 1017, "products": 1517}	{"applied": 1033, "products": 1517}
fixtures2/behavior/mailbox_closure_invoke.fz	{"applied": 310, "products": 274}	{"applied": 318, "products": 274}
fixtures2/behavior/mailbox_closure_reduce.fz	{"applied": 782, "products": 1121}	{"applied": 782, "products": 1090}
fixtures2/behavior/mailbox_closure_twice.fz	{"applied": 419, "products": 399}	{"applied": 428, "products": 399}
fixtures2/behavior/make_ref_distinct.fz	{"applied": 212, "products": 165}	{"applied": 215, "products": 165}
fixtures2/behavior/map_enumerable.fz	{"applied": 1173, "products": 2365}	{"applied": 1183, "products": 2365}
fixtures2/behavior/map_three_path_parity.fz	{"applied": 207, "products": 317}	{"applied": 211, "products": 317}
fixtures2/behavior/membership_operator.fz	{"applied": 1274, "products": 1401}	{"applied": 1315, "products": 1401}
fixtures2/behavior/module_info.fz	{"applied": 290, "products": 439}	{"applied": 294, "products": 439}
fixtures2/behavior/modules.fz	{"applied": 451, "products": 476}	{"applied": 463, "products": 476}
fixtures2/behavior/multi_caller_spec_divergent.fz	{"applied": 299, "products": 283}	{"applied": 307, "products": 283}
fixtures2/behavior/multi_clause.fz	{"applied": 288, "products": 247}	{"applied": 297, "products": 247}
fixtures2/behavior/multi_clause_body_with_call.fz	{"applied": 209, "products": 191}	{"applied": 213, "products": 191}
fixtures2/behavior/multi_relay.fz	{"applied": 377, "products": 357}	{"applied": 386, "products": 357}
fixtures2/behavior/mutual_recursion.fz	{"applied": 246, "products": 223}	{"applied": 250, "products": 223}
fixtures2/behavior/native_tuple_accumulator_tail.fz	{"applied": 433, "products": 479}	{"applied": 442, "products": 479}
fixtures2/behavior/nested_modules.fz	{"applied": 388, "products": 439}	{"applied": 396, "products": 439}
fixtures2/behavior/nested_tuple_producer.fz	{"applied": 277, "products": 240}	{"applied": 283, "products": 240}
fixtures2/behavior/no_parens_call.fz	{"applied": 270, "products": 207}	{"applied": 280, "products": 207}
fixtures2/behavior/no_parens_do.fz	{"applied": 156, "products": 182}	{"applied": 159, "products": 182}
fixtures2/behavior/no_parens_keyword.fz	{"applied": 168, "products": 231}	{"applied": 171, "products": 231}
fixtures2/behavior/opaque_fn_each_discarded_return.fz	{"applied": 587, "products": 572}	{"applied": 598, "products": 572}
fixtures2/behavior/opaque_fn_mixed_return.fz	{"applied": 448, "products": 334}	{"applied": 454, "products": 334}
fixtures2/behavior/opaque_fn_value_join.fz	{"applied": 586, "products": 605}	{"applied": 595, "products": 605}
fixtures2/behavior/operator_sugars.fz	{"applied": 327, "products": 482}	{"applied": 330, "products": 482}
fixtures2/behavior/pipe_headless_case.fz	{"applied": 197, "products": 169}	{"applied": 203, "products": 169}
fixtures2/behavior/polymorphic.fz	{"applied": 224, "products": 259}	{"applied": 228, "products": 259}
fixtures2/behavior/process_heap_stats.fz	{"applied": 162, "products": 136}	{"applied": 164, "products": 136}
fixtures2/behavior/quicksort.fz	{"applied": 334, "products": 404}	{"applied": 337, "products": 404}
fixtures2/behavior/range_enumerable.fz	{"applied": 1265, "products": 1781}	{"applied": 1293, "products": 1781}
fixtures2/behavior/range_runtime.fz	{"applied": 190, "products": 225}	{"applied": 192, "products": 225}
fixtures2/behavior/receive_binary_pattern.fz	{"applied": 199, "products": 227}	{"applied": 202, "products": 227}
fixtures2/behavior/receive_bitstring_matcher.fz	{"applied": 199, "products": 188}	{"applied": 202, "products": 188}
fixtures2/behavior/receive_float_pattern.fz	{"applied": 199, "products": 227}	{"applied": 202, "products": 227}
fixtures2/behavior/receive_interleaved_tuple_arity.fz	{"applied": 295, "products": 330}	{"applied": 298, "products": 330}
fixtures2/behavior/receive_list_cons_pattern.fz	{"applied": 295, "products": 330}	{"applied": 298, "products": 330}
fixtures2/behavior/receive_map_heap_keys.fz	{"applied": 211, "products": 268}	{"applied": 214, "products": 268}
fixtures2/behavior/receive_map_pattern.fz	{"applied": 295, "products": 326}	{"applied": 298, "products": 326}
fixtures2/behavior/receive_mixed_constructors.fz	{"applied": 199, "products": 177}	{"applied": 202, "products": 177}
fixtures2/behavior/receive_selective_refs.fz	{"applied": 435, "products": 452}	{"applied": 441, "products": 452}
fixtures2/behavior/receive_shared_tuple_arity.fz	{"applied": 338, "products": 332}	{"applied": 345, "products": 332}
fixtures2/behavior/reduce_users_key_apart_by_element.fz	{"applied": 570, "products": 920}	{"applied": 579, "products": 920}
fixtures2/behavior/reduce_users_key_apart_by_element_flipped.fz	{"applied": 570, "products": 920}	{"applied": 579, "products": 920}
fixtures2/behavior/refute_abort_message.fz	{"applied": 168, "products": 145}	{"applied": 172, "products": 145}
fixtures2/behavior/relay.fz	{"applied": 375, "products": 321}	{"applied": 384, "products": 321}
fixtures2/behavior/repr_seam_closure_predicate.fz	{"applied": 382, "products": 614}	{"applied": 390, "products": 614}
fixtures2/behavior/repr_seam_enum_count_after_reduce2.fz	{"applied": 567, "products": 669}	{"applied": 577, "products": 669}
fixtures2/behavior/resource_index_payload_private.fz	{"applied": 216, "products": 194}	{"applied": 219, "products": 194}
fixtures2/behavior/resource_lifecycle.fz	{"applied": 257, "products": 283}	{"applied": 261, "products": 283}
fixtures2/behavior/returned_tuple_field_keys_its_users_apart.fz	{"applied": 297, "products": 369}	{"applied": 304, "products": 369}
fixtures2/behavior/reverse.fz	{"applied": 306, "products": 323}	{"applied": 310, "products": 323}
fixtures2/behavior/same_lambda_two_capture_types.fz	{"applied": 480, "products": 725}	{"applied": 486, "products": 725}
fixtures2/behavior/same_lambda_two_capture_types_dynamic.fz	{"applied": 671, "products": 683}	{"applied": 679, "products": 683}
fixtures2/behavior/shared_heap_send_large_bitstring.fz	{"applied": 241, "products": 258}	{"applied": 247, "products": 258}
fixtures2/behavior/spawn2_basic.fz	{"applied": 308, "products": 256}	{"applied": 315, "products": 256}
fixtures2/behavior/spawn_with_captures.fz	{"applied": 303, "products": 248}	{"applied": 310, "products": 248}
fixtures2/behavior/spec_boundary.fz	{"applied": 188, "products": 149}	{"applied": 194, "products": 149}
fixtures2/behavior/spec_ok.fz	{"applied": 211, "products": 177}	{"applied": 217, "products": 177}
fixtures2/behavior/spec_polymorphic_clause_set_coverage.fz	{"applied": 147, "products": 152}	{"applied": 149, "products": 152}
fixtures2/behavior/spec_shared_var_self_composition.fz	{"applied": 203, "products": 273}	{"applied": 205, "products": 273}
fixtures2/behavior/static_closure_each.fz	{"applied": 493, "products": 526}	{"applied": 504, "products": 526}
fixtures2/behavior/struct_type_dispatch.fz	{"applied": 153, "products": 160}	{"applied": 155, "products": 160}
fixtures2/behavior/tail_recursion.fz	{"applied": 324, "products": 249}	{"applied": 335, "products": 249}
fixtures2/behavior/tailcall_closure_captures.fz	{"applied": 207, "products": 181}	{"applied": 213, "products": 181}
fixtures2/behavior/three_process_chain.fz	{"applied": 417, "products": 353}	{"applied": 427, "products": 353}
fixtures2/behavior/tree.fz	{"applied": 317, "products": 417}	{"applied": 320, "products": 417}
fixtures2/behavior/type_dispatch.fz	{"applied": 208, "products": 214}	{"applied": 212, "products": 214}
fixtures2/behavior/unused_range_binding.fz	{"applied": 1079, "products": 1072}	{"applied": 1122, "products": 1072}
fixtures2/behavior/utf8_equality.fz	{"applied": 192, "products": 190}	{"applied": 196, "products": 190}
fixtures2/behavior/utf8_literal_print.fz	{"applied": 100, "products": 83}	{"applied": 102, "products": 83}
fixtures2/behavior/utf8_pattern_match.fz	{"applied": 215, "products": 258}	{"applied": 219, "products": 258}
fixtures2/behavior/utf8_smart_constructor.fz	{"applied": 257, "products": 259}	{"applied": 262, "products": 259}
fixtures2/behavior/vr1_int_arith.fz	{"applied": 302, "products": 201}	{"applied": 314, "products": 201}
fixtures2/behavior/vr2_float_arith.fz	{"applied": 358, "products": 266}	{"applied": 371, "products": 266}
fixtures2/behavior/vr3_4_typed_capture.fz	{"applied": 270, "products": 190}	{"applied": 279, "products": 190}
fixtures2/behavior/vr3_float_args.fz	{"applied": 250, "products": 183}	{"applied": 259, "products": 183}
fixtures2/behavior/vr3_int_args.fz	{"applied": 186, "products": 150}	{"applied": 192, "products": 150}
fixtures2/behavior/vr4_2_native_call.fz	{"applied": 186, "products": 134}	{"applied": 192, "products": 134}
fixtures2/behavior/vr5a_cross_kind_eq.fz	{"applied": 144, "products": 119}	{"applied": 147, "products": 119}
fixtures2/behavior/vr5a_typed_eq.fz	{"applied": 170, "products": 212}	{"applied": 173, "products": 212}
fixtures2/behavior/vr5b_typed_print.fz	{"applied": 220, "products": 175}	{"applied": 225, "products": 175}
fixtures2/behavior/wildcard_then_specific.fz	{"applied": 209, "products": 222}	{"applied": 213, "products": 222}
fixtures2/behavior/with_index_users_keep_nested_list_elements.fz	{"applied": 862, "products": 1477}	{"applied": 875, "products": 1477}
fixtures2/behavior/with_index_users_key_apart_by_element.fz	{"applied": 872, "products": 1462}	{"applied": 886, "products": 1462}
